cpu,mem,gpu,gpu_mem,client,time_extract_network_package,time_convert_data_to_numpy,time_convert_numpy_to_opencv,time_model_inference
6000,16,0,0,3,26935,20,8398,67582
6000,16,0,0,3,62813,22,8082,116437
6000,16,0,0,3,318,18,9821,106895
6000,16,0,0,3,368,20,11607,97988
6000,16,0,0,3,26583,22,50202,111832
6000,16,0,0,3,69389,16,8088,30463
6000,16,0,0,3,61875,20,8040,30538
6000,16,0,0,3,349,17,9067,109304
6000,16,0,0,3,43639,20,8268,105990
6000,16,0,0,3,68551,20,9942,100217
6000,16,0,0,3,60772,17,8116,26006
6000,16,0,0,3,70540,21,8381,70242
6000,16,0,0,3,63590,25,8337,96709
6000,16,0,0,3,35147,17,8678,45877
6000,16,0,0,3,64641,25,8259,89168
6000,16,0,0,3,57871,17,8989,93698
6000,16,0,0,3,61289,17,9077,28982
6000,16,0,0,3,63088,17,8598,27555
6000,16,0,0,3,24188,15,8137,27578
6000,16,0,0,3,67619,17,9734,86614
6000,16,0,0,3,66849,28,10462,103700
6000,16,0,0,3,64560,16,11448,121453
6000,16,0,0,3,72552,20,8451,89470
6000,16,0,0,3,42744,19,8239,28388
6000,16,0,0,3,69663,32,9783,104346
6000,16,0,0,3,34328,24,9157,43922
6000,16,0,0,3,77504,16,8668,27045
6000,16,0,0,3,70030,20,9067,95628
6000,16,0,0,3,71631,21,23146,102881
6000,16,0,0,3,43179,19,8342,55211
6000,16,0,0,3,31279,16,9493,51660
6000,16,0,0,3,68589,17,8437,31691
6000,16,0,0,3,75879,17,9833,94273
6000,16,0,0,3,73755,17,8389,34991
6000,16,0,0,3,63788,22,8092,30420
6000,16,0,0,3,31704,17,8996,72725
6000,16,0,0,3,51533,31,12624,110477
6000,16,0,0,3,20546,18,83991,96947
6000,16,0,0,3,28260,16,8104,54556
6000,16,0,0,3,37460,21,46124,108032
6000,16,0,0,3,285,17,8331,191009
6000,16,0,0,3,57450,23,8091,24839
6000,16,0,0,3,78653,18,11777,109231
6000,16,0,0,3,38562,18,8084,39546
6000,16,0,0,3,75191,21,9141,70729
6000,16,0,0,3,78071,25,8857,26151
6000,16,0,0,3,73726,19,10199,118532
6000,16,0,0,3,65821,13,9110,95445
6000,16,0,0,3,77769,25,9593,173263
6000,16,0,0,3,76428,18,8940,89588
6000,16,0,0,3,66521,16,7910,25123
6000,16,0,0,3,64023,23,8917,30398
6000,16,0,0,3,72866,16,8646,89668
6000,16,0,0,3,75285,18,8937,86342
6000,16,0,0,3,64427,24,20261,27961
6000,16,0,0,3,62775,23,36155,118457
6000,16,0,0,3,68335,25,8326,103600
6000,16,0,0,3,61206,17,9455,68020
6000,16,0,0,3,64786,20,8511,27571
6000,16,0,0,3,77025,31,10514,118822
6000,16,0,0,3,29512,18,8585,24891
6000,16,0,0,3,73067,17,8745,27407
6000,16,0,0,3,14372,18,72617,127644
6000,16,0,0,3,53608,24,9872,108472
6000,16,0,0,3,78161,28,11195,112535
6000,16,0,0,3,61390,25,8186,45608
6000,16,0,0,3,24868,19,8320,83329
6000,16,0,0,3,67345,21,8180,30070
6000,16,0,0,3,76446,16,8329,92484
6000,16,0,0,3,28149,17,8205,54939
6000,16,0,0,3,55034,17,9446,25255
6000,16,0,0,3,68590,22,8627,79496
6000,16,0,0,3,267,14,8847,96037
6000,16,0,0,3,65670,26,8202,29853
6000,16,0,0,3,24338,17,9336,138400
6000,16,0,0,3,76966,17,8904,93467
6000,16,0,0,3,64027,16,25287,103499
6000,16,0,0,3,22901,25,68082,112873
6000,16,0,0,3,21856,22,62305,114373
6000,16,0,0,3,26821,18,8570,69084
6000,16,0,0,3,72246,13,12330,27377
6000,16,0,0,3,64160,19,8354,120776
6000,16,0,0,3,72415,18,8648,89845
6000,16,0,0,3,25879,16,9589,62284
6000,16,0,0,3,69522,17,8270,28850
6000,16,0,0,3,30140,23,9403,35365
6000,16,0,0,3,52607,26,10773,193224
6000,16,0,0,3,65650,28,10928,105817
6000,16,0,0,3,66552,23,8152,28033
6000,16,0,0,3,70244,24,8496,94271
6000,16,0,0,3,70851,16,12433,109575
6000,16,0,0,3,65918,17,8236,31477
6000,16,0,0,3,67446,18,8198,113189
6000,16,0,0,3,71955,18,24986,98936
6000,16,0,0,3,23753,21,9184,66613
6000,16,0,0,3,73344,19,9454,27287
6000,16,0,0,3,76558,20,10179,97972
6000,16,0,0,3,61399,16,8166,66650
6000,16,0,0,3,65863,16,9088,26151
6000,16,0,0,3,31303,21,13821,106868
6000,16,0,0,3,27425,17,8258,58179
6000,16,0,0,3,40035,19,8517,40901
6000,16,0,0,3,60405,15,8132,27878
6000,16,0,0,3,27189,20,8600,69790
6000,16,0,0,3,71644,19,8599,93286
6000,16,0,0,3,70726,24,9237,75614
6000,16,0,0,3,30611,20,9781,49345
6000,16,0,0,3,300,18,9180,95796
6000,16,0,0,3,73653,19,8774,71316
6000,16,0,0,3,59096,18,8424,30276
6000,16,0,0,3,60238,20,8038,105984
6000,16,0,0,3,52808,29,11481,108097
6000,16,0,0,3,63583,32,10267,109154
6000,16,0,0,3,76427,17,8953,104259
6000,16,0,0,3,31981,18,8946,31478
6000,16,0,0,3,71476,17,8766,27683
6000,16,0,0,3,66591,16,7857,28886
6000,16,0,0,3,77238,24,8996,93592
6000,16,0,0,3,15620,22,70259,103285
6000,16,0,0,3,34551,19,8480,57962
6000,16,0,0,3,64391,25,23131,113594
6000,16,0,0,3,75682,22,9040,97354
6000,16,0,0,3,71714,15,8314,161541
6000,16,0,0,3,80668,30,11192,101125
6000,16,0,0,3,22675,22,8568,64450
6000,16,0,0,3,19962,17,8401,83529
6000,16,0,0,3,18635,16,40201,95494
6000,16,0,0,3,25523,15,8153,61543
6000,16,0,0,3,269,14,8792,100030
6000,16,0,0,3,62753,18,9615,98365
6000,16,0,0,3,62123,17,8306,30718
6000,16,0,0,3,76346,18,9072,73324
6000,16,0,0,3,69799,19,8282,101511
6000,16,0,0,3,1039,17,9667,102040
6000,16,0,0,3,44037,29,8434,96517
6000,16,0,0,3,71847,14,8475,25822
6000,16,0,0,3,30782,15,8377,50156
6000,16,0,0,3,61456,21,9516,30715
6000,16,0,0,3,314,16,8428,110830
6000,16,0,0,3,28459,21,9595,148551
6000,16,0,0,3,60650,16,8053,35720
6000,16,0,0,3,74171,17,8730,101743
6000,16,0,0,3,70534,18,16947,27404
6000,16,0,0,3,61335,17,8563,90904
6000,16,0,0,3,61578,19,8153,23858
6000,16,0,0,3,26990,21,8620,59824
6000,16,0,0,3,64440,16,8288,26903
6000,16,0,0,3,19144,17,8108,67159
6000,16,0,0,3,328,26,9490,107970
6000,16,0,0,3,66147,25,29570,104468
6000,16,0,0,3,59773,18,8014,104835
6000,16,0,0,3,70051,20,8404,106688
6000,16,0,0,3,68505,17,9581,25290
6000,16,0,0,3,66244,24,8639,27607
6000,16,0,0,3,49833,32,10225,112443
6000,16,0,0,3,83735,18,10093,54565
6000,16,0,0,3,25047,26,29308,112081
6000,16,0,0,3,285,16,8477,108440
6000,16,0,0,3,26784,25,44228,105772
6000,16,0,0,3,30334,18,8308,26032
6000,16,0,0,3,62682,19,7887,31148
6000,16,0,0,3,62421,18,8280,30002
6000,16,0,0,3,23569,20,9750,48005
6000,16,0,0,3,71533,17,8523,93704
6000,16,0,0,3,63686,20,8664,74528
6000,16,0,0,3,28567,24,8182,49697
6000,16,0,0,3,26369,19,8363,27559
6000,16,0,0,3,29629,21,9867,60150
6000,16,0,0,3,52910,15,8106,124345
6000,16,0,0,3,58771,28,32434,193187
6000,16,0,0,3,69416,16,8395,25978
6000,16,0,0,3,60993,20,9139,37403
6000,16,0,0,3,30711,20,42956,108655
6000,16,0,0,3,27264,16,8523,63692
6000,16,0,0,3,74676,15,8818,93857
6000,16,0,0,3,18318,23,7995,130305
6000,16,0,0,3,60753,17,8492,34465
6000,16,0,0,3,76106,21,8333,105414
6000,16,0,0,3,71824,21,9459,109399
6000,16,0,0,3,67996,27,8437,30598
6000,16,0,0,3,84377,26,9230,85483
6000,16,0,0,3,66072,23,13926,105224
6000,16,0,0,3,68034,27,8507,110840
6000,16,0,0,3,64566,19,8391,27938
6000,16,0,0,3,65257,21,8515,30706
6000,16,0,0,3,42995,19,8786,99188
6000,16,0,0,3,81072,18,10042,25219
6000,16,0,0,3,69774,18,8430,28161
6000,16,0,0,3,22837,16,8588,149994
6000,16,0,0,3,72505,20,8942,27663
6000,16,0,0,3,13364,14,64145,24770
6000,16,0,0,3,68319,20,8376,28058
6000,16,0,0,3,67456,17,8419,101610
6000,16,0,0,3,74909,17,8911,27184
6000,16,0,0,3,66626,29,12826,116985
6000,16,0,0,3,25978,21,60457,112867
6000,16,0,0,3,77064,31,9019,85691
6000,16,0,0,3,29209,18,9757,46668
6000,16,0,0,3,76943,17,8116,104806
6000,16,0,0,3,81047,15,8694,81890
6000,16,0,0,3,66918,23,22162,106895
6000,16,0,0,3,25286,19,8224,32579
6000,16,0,0,3,66643,20,8125,30448
6000,16,0,0,3,71853,16,8701,27758
6000,16,0,0,3,27917,19,8197,52543
6000,16,0,0,3,79733,24,11505,108241
6000,16,0,0,3,61500,18,7942,118702
6000,16,0,0,3,63302,20,8091,24651
6000,16,0,0,3,67545,18,8689,105939
6000,16,0,0,3,64936,24,9085,82971
6000,16,0,0,3,57919,25,8319,30370
6000,16,0,0,3,65737,14,8273,28515
6000,16,0,0,3,69336,25,8151,99781
6000,16,0,0,3,63001,16,8391,100901
6000,16,0,0,3,61417,19,8477,27596
6000,16,0,0,3,64775,19,8045,27780
6000,16,0,0,3,922,13,8102,102203
6000,16,0,0,3,68856,17,8230,105796
6000,16,0,0,3,370,18,8747,105648
6000,16,0,0,3,73877,20,9128,82749
6000,16,0,0,3,33938,15,8926,85914
6000,16,0,0,3,68876,17,8414,103726
6000,16,0,0,3,289,18,8973,109824
6000,16,0,0,3,61315,18,8065,29893
6000,16,0,0,3,63940,27,9503,30317
6000,16,0,0,3,33146,16,8518,27603
6000,16,0,0,3,69804,18,8834,31197
6000,16,0,0,3,70755,26,8415,33410
6000,16,0,0,3,66383,41,10735,107653
6000,16,0,0,3,16490,23,63094,112587
6000,16,0,0,3,24951,16,8740,58305
6000,16,0,0,3,64884,19,9382,92221
6000,16,0,0,3,73124,24,12395,99721
6000,16,0,0,3,20922,14,8200,66387
6000,16,0,0,3,68866,22,18019,111708
6000,16,0,0,3,59011,17,8299,27635
6000,16,0,0,3,64795,17,7927,27851
6000,16,0,0,3,59229,17,8744,28168
6000,16,0,0,3,49288,16,8722,107755
6000,16,0,0,3,364,22,13748,114193
6000,16,0,0,3,75699,17,7901,108403
6000,16,0,0,3,63901,17,8244,103734
6000,16,0,0,3,79085,19,10240,83549
6000,16,0,0,3,14951,23,66455,112213
6000,16,0,0,3,69285,30,8354,105007
6000,16,0,0,3,80658,20,8963,90573
6000,16,0,0,3,76635,16,9816,92638
6000,16,0,0,3,70522,21,8984,95165
6000,16,0,0,3,65722,18,8310,91487
6000,16,0,0,3,73658,23,8899,92930
6000,16,0,0,3,29025,16,8482,62799
6000,16,0,0,3,16448,15,7812,154159
6000,16,0,0,3,72515,17,8675,99500
6000,16,0,0,3,61738,21,9474,94947
6000,16,0,0,3,19987,16,9601,30787
6000,16,0,0,3,377,17,9358,107703
6000,16,0,0,3,30163,18,8592,57937
6000,16,0,0,3,74382,20,8734,103181
6000,16,0,0,3,71290,18,9714,96227
6000,16,0,0,3,62576,16,8306,92022
6000,16,0,0,3,64061,17,8735,26037
6000,16,0,0,3,103306,21,8987,51879
6000,16,0,0,3,71566,18,8253,74395
6000,16,0,0,3,24300,18,8815,64685
6000,16,0,0,3,67230,21,18324,198273
6000,16,0,0,3,21030,19,8295,58903
6000,16,0,0,3,70587,18,8291,28121
6000,16,0,0,3,66842,21,14239,108509
6000,16,0,0,3,332,17,9121,109796
6000,16,0,0,3,69862,17,8541,31029
6000,16,0,0,3,70632,22,8452,82227
6000,16,0,0,3,66308,18,9939,79555
6000,16,0,0,3,36916,17,9393,38929
6000,16,0,0,3,59190,17,8274,27535
6000,16,0,0,3,71227,20,8333,96118
6000,16,0,0,3,68771,19,8459,26499
6000,16,0,0,3,75399,20,9168,86799
6000,16,0,0,3,21193,17,72378,27482
6000,16,0,0,3,24566,16,8670,30622
6000,16,0,0,3,59887,20,8325,109432
6000,16,0,0,3,78663,17,9336,77746
6000,16,0,0,3,69975,19,8496,28382
6000,16,0,0,3,62073,30,12365,107469
6000,16,0,0,3,32092,15,8687,56500
6000,16,0,0,3,58478,17,24336,107270
6000,16,0,0,3,77572,25,9254,86231
6000,16,0,0,3,32879,21,8971,108707
6000,16,0,0,3,67125,20,8596,30250
6000,16,0,0,3,39287,22,8955,41138
6000,16,0,0,3,380,22,13368,190814
6000,16,0,0,3,67280,17,8720,27761
6000,16,0,0,3,24909,20,8198,28120
6000,16,0,0,3,56299,18,8151,38066
6000,16,0,0,3,16743,20,8158,25856
6000,16,0,0,3,34355,17,8972,49890
6000,16,0,0,3,31163,18,8436,25098
6000,16,0,0,3,69061,19,8043,27024
6000,16,0,0,3,43353,20,8578,55767
6000,16,0,0,3,25261,23,8234,80393
6000,16,0,0,3,64490,22,18340,197123
6000,16,0,0,3,25768,25,9111,61822
6000,16,0,0,3,61813,21,8430,29439
6000,16,0,0,3,32953,26,8947,115956
6000,16,0,0,3,59498,31,11384,192055
6000,16,0,0,3,70990,19,8341,92608
6000,16,0,0,3,18502,17,9151,76238
6000,16,0,0,3,63275,21,8193,27623
6000,16,0,0,3,35365,23,11945,103631
6000,16,0,0,3,29163,17,8477,53299
6000,16,0,0,3,69030,25,9685,108407
6000,16,0,0,3,30350,19,8276,26210
6000,16,0,0,3,71060,19,8594,26385
6000,16,0,0,3,31872,16,9556,153798
6000,16,0,0,3,77340,23,8729,107157
6000,16,0,0,3,61123,18,8356,102232
6000,16,0,0,3,63951,22,20023,103362
6000,16,0,0,3,419,23,13615,187086
6000,16,0,0,3,76051,23,9054,96573
6000,16,0,0,3,20082,17,9135,60135
6000,16,0,0,3,62513,21,8242,41202
6000,16,0,0,3,80868,23,8196,109138
6000,16,0,0,3,65700,19,9187,94238
6000,16,0,0,3,74640,22,8794,103767
6000,16,0,0,3,64621,15,7972,109448
6000,16,0,0,3,70695,23,8495,56037
6000,16,0,0,3,71802,16,8917,86786
6000,16,0,0,3,263,17,8456,109130
6000,16,0,0,3,60008,23,8725,30022
6000,16,0,0,3,63230,17,8171,26351
6000,16,0,0,3,314,23,8704,96810
6000,16,0,0,3,287,19,8524,107724
6000,16,0,0,3,31448,25,55487,107000
6000,16,0,0,3,68622,19,8544,106285
6000,16,0,0,3,77466,19,8279,116609
6000,16,0,0,3,61140,20,8468,30359
6000,16,0,0,3,61758,15,8159,107362
6000,16,0,0,3,74040,17,8381,26869
6000,16,0,0,3,66353,16,8099,30342
6000,16,0,0,3,67128,23,8879,27281
6000,16,0,0,3,80512,15,8971,95824
6000,16,0,0,3,71282,17,8866,84181
6000,16,0,0,3,81488,27,9259,103635
6000,16,0,0,3,87749,22,8947,102151
6000,16,0,0,3,60796,22,8377,49141
6000,16,0,0,3,47561,58,11272,111159
6000,16,0,0,3,77088,23,8929,73550
6000,16,0,0,3,37095,21,33173,110295
6000,16,0,0,3,38988,21,8173,34889
6000,16,0,0,3,240,16,8004,111048
6000,16,0,0,3,60387,17,28113,113983
6000,16,0,0,3,34942,22,9089,51780
6000,16,0,0,3,68073,21,8772,108476
6000,16,0,0,3,22989,22,9034,25418
6000,16,0,0,3,68304,18,8170,39503
6000,16,0,0,3,25887,17,8082,56830
6000,16,0,0,3,51318,20,8589,45696
6000,16,0,0,3,36551,15,8473,42237
6000,16,0,0,3,71953,19,8264,57162
6000,16,0,0,3,54020,23,30500,111881
6000,16,0,0,3,58806,18,8691,103233
6000,16,0,0,3,70683,22,8378,104733
6000,16,0,0,3,26157,23,8407,50796
6000,16,0,0,3,24256,14,8378,75085
6000,16,0,0,3,28181,25,8410,54616
6000,16,0,0,3,60004,18,8129,28950
6000,16,0,0,3,63072,19,8271,101772
6000,16,0,0,3,70219,14,8420,77829
6000,16,0,0,3,19510,15,8928,66812
6000,16,0,0,3,62560,17,8108,35569
6000,16,0,0,3,59298,15,7973,111549
6000,16,0,0,3,71864,17,9123,107956
6000,16,0,0,3,72984,19,8380,27707
6000,16,0,0,3,70945,15,9833,99823
6000,16,0,0,3,64542,21,8057,64350
6000,16,0,0,3,62308,21,8814,35626
6000,16,0,0,3,53277,16,8207,44365
6000,16,0,0,3,55905,19,7919,47668
6000,16,0,0,3,61767,21,9398,103825
6000,16,0,0,3,59440,16,8463,27512
6000,16,0,0,3,65293,29,27466,115744
6000,16,0,0,3,63557,14,28282,99454
6000,16,0,0,3,58356,17,7973,35360
6000,16,0,0,3,80210,23,69130,117296
6000,16,0,0,3,27415,16,8325,55071
6000,16,0,0,3,23618,18,9326,55589
6000,16,0,0,3,75370,26,11076,194200
6000,16,0,0,3,74475,19,9987,92109
6000,16,0,0,3,73398,13,8340,93822
6000,16,0,0,3,72609,20,9026,99215
6000,16,0,0,3,26490,15,9417,91080
6000,16,0,0,3,66108,17,8014,27103
6000,16,0,0,3,82878,16,9103,24986
6000,16,0,0,3,57320,19,8159,32834
6000,16,0,0,3,36953,14,8713,125953
6000,16,0,0,3,19138,18,9383,133738
6000,16,0,0,3,62378,19,7994,50121
6000,16,0,0,3,76130,15,8475,101702
6000,16,0,0,3,74761,17,9131,98334
6000,16,0,0,3,78000,14,8365,102701
6000,16,0,0,3,69033,15,8338,98033
6000,16,0,0,3,65807,20,10964,115625
6000,16,0,0,3,60359,17,8281,24834
6000,16,0,0,3,69079,19,9588,95199
6000,16,0,0,3,17678,25,23300,101768
6000,16,0,0,3,71317,15,8468,31059
6000,16,0,0,3,66639,18,8907,91877
6000,16,0,0,3,54533,15,7953,36551
6000,16,0,0,3,64099,23,15972,27555
6000,16,0,0,3,66890,20,8447,26501
6000,16,0,0,3,40367,14,8250,27461
6000,16,0,0,3,72890,19,8402,27542
6000,16,0,0,3,64547,29,8360,118242
6000,16,0,0,3,66466,23,8336,27807
6000,16,0,0,3,72765,29,8172,108446
6000,16,0,0,3,54211,25,8173,30493
6000,16,0,0,3,80581,18,9106,61762
6000,16,0,0,3,79075,30,12086,109656
6000,16,0,0,3,582,16,10499,95984
6000,16,0,0,3,25265,20,8239,46439
6000,16,0,0,3,63914,22,8849,29837
6000,16,0,0,3,38601,25,8854,35092
6000,16,0,0,3,68546,20,11110,102859
6000,16,0,0,3,56677,17,8452,28213
6000,16,0,0,3,360,19,9465,98520
6000,16,0,0,3,66524,22,7861,30942
6000,16,0,0,3,64919,19,8241,98372
6000,16,0,0,3,29287,18,9074,41542
6000,16,0,0,3,30338,19,8245,53061
6000,16,0,0,3,72099,24,8105,28530
6000,16,0,0,3,80084,23,10097,90111
6000,16,0,0,3,23287,19,8362,45356
6000,16,0,0,3,68439,17,8294,97830
6000,16,0,0,3,59135,22,9742,42921
6000,16,0,0,3,65985,24,10903,109314
6000,16,0,0,3,66736,16,8322,91427
6000,16,0,0,3,66567,24,8350,102231
6000,16,0,0,3,65976,20,8319,29643
6000,16,0,0,3,66952,18,8220,97498
6000,16,0,0,3,81032,30,10301,110640
6000,16,0,0,3,68013,18,8346,28314
6000,16,0,0,3,290,15,8357,109688
6000,16,0,0,3,22768,19,9003,145825
6000,16,0,0,3,17563,26,41814,111736
6000,16,0,0,3,72810,25,9804,29001
6000,16,0,0,3,60294,21,20118,97839
6000,16,0,0,3,66008,20,9388,28720
6000,16,0,0,3,48557,26,10243,193231
6000,16,0,0,3,268,18,8219,111423
6000,16,0,0,3,17692,15,8021,68532
6000,16,0,0,3,76291,28,10651,110696
6000,16,0,0,3,26581,23,8204,73739
6000,16,0,0,3,57183,27,17964,108220
6000,16,0,0,3,23026,25,8116,144365
6000,16,0,0,3,26559,23,9521,59909
6000,16,0,0,3,47273,23,8903,156998
6000,16,0,0,3,68163,32,12774,188242
6000,16,0,0,3,67307,18,9490,108645
6000,16,0,0,3,68776,18,8580,25040
6000,16,0,0,3,43369,19,8466,57284
6000,16,0,0,3,71165,20,20592,95359
6000,16,0,0,3,24650,24,8211,66323
6000,16,0,0,3,69377,15,9424,98232
6000,16,0,0,3,61465,24,9648,93801
6000,16,0,0,3,57093,17,8205,27719
6000,16,0,0,3,516,17,10302,96140
6000,16,0,0,3,79643,22,9029,90408
6000,16,0,0,3,62214,18,8231,28362
6000,16,0,0,3,24499,23,66620,112331
6000,16,0,0,3,80849,24,8125,100850
6000,16,0,0,3,66238,20,8335,30193
6000,16,0,0,3,62989,22,9328,34405
6000,16,0,0,3,70636,21,8541,29694
6000,16,0,0,3,26337,20,8645,63739
6000,16,0,0,3,62798,24,7990,30346
6000,16,0,0,3,67515,35,13279,106571
6000,16,0,0,3,34617,17,8901,50056
6000,16,0,0,3,66596,16,8776,105923
6000,16,0,0,3,68449,23,12516,102161
6000,16,0,0,3,21448,15,71934,99538
6000,16,0,0,3,71798,32,11836,107122
6000,16,0,0,3,79985,19,9101,26564
6000,16,0,0,3,62579,24,8033,30170
6000,16,0,0,3,72243,21,8494,96739
6000,16,0,0,3,70778,19,9797,27622
6000,16,0,0,3,73207,24,8758,75307
6000,16,0,0,3,62883,18,8183,33710
6000,16,0,0,3,78983,19,9127,83100
6000,16,0,0,3,59142,23,7872,41986
6000,16,0,0,3,311,19,9312,103539
6000,16,0,0,3,38218,19,9141,39956
6000,16,0,0,3,67306,21,8694,95510
6000,16,0,0,3,72784,20,9740,30697
6000,16,0,0,3,62859,26,22854,110712
6000,16,0,0,3,72098,24,9047,93103
6000,16,0,0,3,76031,24,8699,109293
6000,16,0,0,3,54519,18,8641,27376
6000,16,0,0,3,72637,21,9402,109855
6000,16,0,0,3,60114,16,8255,29438
6000,16,0,0,3,65605,22,8954,30029
6000,16,0,0,3,28515,18,8393,27343
6000,16,0,0,3,58497,25,8074,110842
6000,16,0,0,3,317,19,8670,96350
6000,16,0,0,3,449,16,9853,98080
6000,16,0,0,3,61454,19,8296,26897
6000,16,0,0,3,73834,22,8678,101562
6000,16,0,0,3,80591,20,8707,80200
6000,16,0,0,3,20429,15,8063,70123
6000,16,0,0,3,30633,15,9760,52274
6000,16,0,0,3,63796,26,19278,110922
6000,16,0,0,3,7114,20,9934,102675
6000,16,0,0,3,63159,15,23998,99196
6000,16,0,0,3,70033,17,8649,97911
6000,16,0,0,3,64814,25,9201,28343
6000,16,0,0,3,27288,17,8181,26639
6000,16,0,0,3,28093,17,10369,176318
6000,16,0,0,3,205,14,8327,100245
6000,16,0,0,3,71858,19,8899,93684
6000,16,0,0,3,22234,18,8519,29714
6000,16,0,0,3,75342,22,8648,26470
6000,16,0,0,3,66206,20,8191,50670
6000,16,0,0,3,47333,13,9346,55508
6000,16,0,0,3,74417,29,12262,108279
6000,16,0,0,3,25116,20,8498,48385
6000,16,0,0,3,29184,20,10245,43276
6000,16,0,0,3,70889,16,10024,103770
6000,16,0,0,3,25002,15,8603,30339
6000,16,0,0,3,19170,15,7720,61567
6000,16,0,0,3,64266,23,7969,97968
6000,16,0,0,3,28329,14,8506,53550
6000,16,0,0,3,67603,25,8136,27046
6000,16,0,0,3,63216,18,9339,108118
6000,16,0,0,3,62454,18,8221,30111
6000,16,0,0,3,66502,17,12513,111147
6000,16,0,0,3,66001,20,9063,27540
6000,16,0,0,3,80168,20,8555,91428
6000,16,0,0,3,67919,22,9031,92885
6000,16,0,0,3,72905,22,9692,111154
6000,16,0,0,3,67012,16,8064,35940
6000,16,0,0,3,59497,18,7943,32291
6000,16,0,0,3,60119,32,10820,110457
6000,16,0,0,3,62562,23,8606,111023
6000,16,0,0,3,26137,17,8154,69368
6000,16,0,0,3,74317,25,8580,98982
6000,16,0,0,3,73889,19,8495,69506
6000,16,0,0,3,67969,16,8133,27455
6000,16,0,0,3,61699,15,16374,98197
6000,16,0,0,3,72362,16,8479,105545
6000,16,0,0,3,76136,21,8434,196931
6000,16,0,0,3,63382,19,8164,30243
6000,16,0,0,3,74650,27,12645,107817
6000,16,0,0,3,351,17,8505,25868
6000,16,0,0,3,54327,16,8252,42056
6000,16,0,0,3,77953,18,8334,24804
6000,16,0,0,3,21464,22,8732,94210
6000,16,0,0,3,66597,20,9620,28317
6000,16,0,0,3,68906,21,8700,27744
6000,16,0,0,3,67878,17,8624,100519
6000,16,0,0,3,67371,19,8150,27448
6000,16,0,0,3,28310,18,8276,60363
6000,16,0,0,3,63418,17,9376,109366
6000,16,0,0,3,75870,22,8494,90091
6000,16,0,0,3,319,17,8955,92578
6000,16,0,0,3,61708,25,25485,114271
6000,16,0,0,3,65882,20,8774,107029
6000,16,0,0,3,62542,19,8201,28011
6000,16,0,0,3,74744,19,8937,27595
6000,16,0,0,3,62608,16,8540,106078
6000,16,0,0,3,75076,20,8683,28786
6000,16,0,0,3,23402,32,12925,156554
6000,16,0,0,3,306,15,9223,95625
6000,16,0,0,3,69349,22,9492,100179
6000,16,0,0,3,76514,17,8900,91150
6000,16,0,0,3,71710,16,9238,71886
6000,16,0,0,3,72801,25,8458,99265
6000,16,0,0,3,71000,28,8173,112349
6000,16,0,0,3,45531,15,8299,102180
6000,16,0,0,3,60807,18,7904,27635
6000,16,0,0,3,23037,12,8216,54436
6000,16,0,0,3,72988,17,8412,26833
6000,16,0,0,3,27238,16,8316,27564
6000,16,0,0,3,70525,37,14662,194348
6000,16,0,0,3,70724,28,9688,110219
6000,16,0,0,3,71573,26,9733,106620
6000,16,0,0,3,71838,22,8957,96335
6000,16,0,0,3,71067,20,8569,30042
6000,16,0,0,3,36590,22,8815,60034
6000,16,0,0,3,27569,16,8560,50469
6000,16,0,0,3,71623,19,9644,103891
6000,16,0,0,3,66127,26,18278,123694
6000,16,0,0,3,62974,26,8209,27619
6000,16,0,0,3,77364,19,8706,25252
6000,16,0,0,3,18170,18,8719,61990
6000,16,0,0,3,66822,18,8215,28286
6000,16,0,0,3,64090,17,8401,27307
6000,16,0,0,3,69508,20,8505,27774
6000,16,0,0,3,63386,20,8609,30080
6000,16,0,0,3,26745,19,8782,36112
6000,16,0,0,3,74641,19,8822,100376
6000,16,0,0,3,60160,19,8617,27755
6000,16,0,0,3,28237,20,9672,42565
6000,16,0,0,3,65302,19,8015,27377
6000,16,0,0,3,63419,26,8724,91279
6000,16,0,0,3,35885,21,9069,41385
6000,16,0,0,3,34215,20,9729,36628
6000,16,0,0,3,28371,17,9084,46975
6000,16,0,0,3,19894,15,8210,69767
6000,16,0,0,3,19806,19,8336,67642
6000,16,0,0,3,65937,16,8288,28606
6000,16,0,0,3,64764,25,8383,102165
6000,16,0,0,3,30380,24,13592,118984
6000,16,0,0,3,67878,18,9459,30384
6000,16,0,0,3,77285,19,8736,26394
6000,16,0,0,3,65057,25,8822,101193
6000,16,0,0,3,57608,17,7765,27775
6000,16,0,0,3,18849,17,8144,149809
6000,16,0,0,3,71847,17,9723,30356
6000,16,0,0,3,14655,18,8887,78548
6000,16,0,0,3,18754,19,67975,95895
6000,16,0,0,3,314,19,10290,106241
6000,16,0,0,3,85292,17,8578,95382
6000,16,0,0,3,32010,17,8703,129718
6000,16,0,0,3,29379,23,9174,39796
6000,16,0,0,3,69158,26,9449,94979
6000,16,0,0,3,30099,16,8501,48994
6000,16,0,0,3,75806,24,9389,101809
6000,16,0,0,3,65700,25,9548,32753
6000,16,0,0,3,66122,19,9222,25045
6000,16,0,0,3,61622,17,16414,107278
6000,16,0,0,3,230,16,8086,100424
6000,16,0,0,3,16827,15,72063,105536
6000,16,0,0,3,67155,26,8293,25361
6000,16,0,0,3,17578,17,8260,70539
6000,16,0,0,3,71053,24,8647,75131
6000,16,0,0,3,61910,19,8261,98305
6000,16,0,0,3,65790,17,7893,29102
